target,family,horizon,feature,importance,n_training_pairs
Children discharged from HHS Care,random_forest,7,lag_7_Children discharged from HHS Care,0.022235262392063065,531
Children discharged from HHS Care,random_forest,7,lag_14_Children discharged from HHS Care,0.010679163299083977,531
Children discharged from HHS Care,random_forest,7,lag_1_net_flow,0.004677333688753158,531
Children discharged from HHS Care,random_forest,7,lag_7_net_flow,0.004902975396570675,531
Children discharged from HHS Care,random_forest,7,lag_14_net_flow,0.004276146762574946,531
Children discharged from HHS Care,random_forest,7,rolling_7_mean_Children apprehended and placed in CBP custody*,0.019467548407853832,531
Children discharged from HHS Care,random_forest,7,rolling_7_var_Children apprehended and placed in CBP custody*,0.01958392520246542,531
Children discharged from HHS Care,random_forest,7,rolling_7_nobs_Children apprehended and placed in CBP custody*,9.197239883256564e-05,531
Children discharged from HHS Care,random_forest,7,rolling_14_mean_Children apprehended and placed in CBP custody*,0.006646071869653817,531
Children discharged from HHS Care,random_forest,7,rolling_14_var_Children apprehended and placed in CBP custody*,0.001573062743937735,531
Children discharged from HHS Care,random_forest,7,rolling_14_nobs_Children apprehended and placed in CBP custody*,0.00041084323127265455,531
Children discharged from HHS Care,random_forest,7,rolling_7_mean_Children in CBP custody,0.01972733609282714,531
Children discharged from HHS Care,random_forest,7,rolling_7_var_Children in CBP custody,0.0016084272511790565,531
Children discharged from HHS Care,random_forest,7,rolling_7_nobs_Children in CBP custody,0.0,531
Children discharged from HHS Care,random_forest,7,rolling_14_mean_Children in CBP custody,0.015854697283544127,531
Children discharged from HHS Care,random_forest,7,rolling_14_var_Children in CBP custody,0.012221598356387642,531
Children discharged from HHS Care,random_forest,7,rolling_14_nobs_Children in CBP custody,0.0,531
Children discharged from HHS Care,random_forest,7,rolling_7_mean_Children transferred out of CBP custody,0.04037223770292943,531
Children discharged from HHS Care,random_forest,7,rolling_7_var_Children transferred out of CBP custody,0.017022228343424074,531
Children discharged from HHS Care,random_forest,7,rolling_7_nobs_Children transferred out of CBP custody,7.127637775755016e-05,531
Children discharged from HHS Care,random_forest,7,rolling_14_mean_Children transferred out of CBP custody,0.015577934383269843,531
Children discharged from HHS Care,random_forest,7,rolling_14_var_Children transferred out of CBP custody,0.004321842734685479,531
Children discharged from HHS Care,random_forest,7,rolling_14_nobs_Children transferred out of CBP custody,0.0003053880300500895,531
Children discharged from HHS Care,random_forest,7,rolling_7_mean_Children in HHS Care,0.1213483605553315,531
Children discharged from HHS Care,random_forest,7,rolling_7_var_Children in HHS Care,0.0037580263557095033,531
Children discharged from HHS Care,random_forest,7,rolling_7_nobs_Children in HHS Care,0.0,531
Children discharged from HHS Care,random_forest,7,rolling_14_mean_Children in HHS Care,0.08495204514660964,531
Children discharged from HHS Care,random_forest,7,rolling_14_var_Children in HHS Care,0.002940406149476956,531
Children discharged from HHS Care,random_forest,7,rolling_14_nobs_Children in HHS Care,0.0,531
Children discharged from HHS Care,random_forest,7,rolling_7_mean_Children discharged from HHS Care,0.06153092258560108,531
Children discharged from HHS Care,random_forest,7,rolling_7_var_Children discharged from HHS Care,0.008011326569446739,531
Children discharged from HHS Care,random_forest,7,rolling_7_nobs_Children discharged from HHS Care,9.925649753198638e-05,531
Children discharged from HHS Care,random_forest,7,rolling_14_mean_Children discharged from HHS Care,0.0643650759964122,531
Children discharged from HHS Care,random_forest,7,rolling_14_var_Children discharged from HHS Care,0.012113295601505545,531
Children discharged from HHS Care,random_forest,7,rolling_14_nobs_Children discharged from HHS Care,0.00022927878620666867,531
Children discharged from HHS Care,random_forest,7,rolling_7_mean_net_flow,0.006986516551083489,531
Children discharged from HHS Care,random_forest,7,rolling_7_var_net_flow,0.0025428615317291937,531
Children discharged from HHS Care,random_forest,7,rolling_7_nobs_net_flow,8.928384702803044e-05,531
Children discharged from HHS Care,random_forest,7,rolling_14_mean_net_flow,0.011023739135310923,531
Children discharged from HHS Care,random_forest,7,rolling_14_var_net_flow,0.0030050366445710996,531
Children discharged from HHS Care,random_forest,7,rolling_14_nobs_net_flow,0.0002542092039120699,531
