fold_scope,target,model,window_rule,horizon,n_scored,n_total,n_missing_actual,n_missing_pred,n_zero_actual_excluded_from_mape,MAE,RMSE,MAPE,sMAPE,MASE,ME_bias,n_excluded_interpolated_actual,n_folds,n_gap_contaminated_folds
all_dev_folds,Children discharged from HHS Care,exponential_smoothing,capped,1,65,65,0,0,0,26.770395358422288,38.39606844116974,16.25061715991364,16.219396547805697,0.7085216522635484,-5.7743520927676055,0,65,3
all_dev_folds,Children discharged from HHS Care,exponential_smoothing,capped,7,57,57,0,0,0,40.571685971689305,55.2251521320738,37.6837343939314,28.518708629912187,1.0820029661471602,0.4707173994038099,0,65,3
all_dev_folds,Children discharged from HHS Care,exponential_smoothing,capped,14,63,63,0,0,0,33.2370089871235,44.894542097880695,46.95135294752129,33.93875632857826,0.8842970368978977,12.883406697234442,0,65,3
all_dev_folds,Children discharged from HHS Care,exponential_smoothing,full,1,65,65,0,0,0,26.801458555725866,38.39439189458007,16.563133474615793,16.52980469587212,0.7093789565693728,-5.7383868424718685,0,65,3
all_dev_folds,Children discharged from HHS Care,exponential_smoothing,full,7,57,57,0,0,0,40.50671223801551,55.22924053687827,37.08294919495177,27.86888850662452,1.080050689264709,0.4173507553505758,0,65,3
all_dev_folds,Children discharged from HHS Care,exponential_smoothing,full,14,63,63,0,0,0,33.10862849737456,44.86092125935364,46.92970054816723,32.30248445266841,0.8803805486191828,13.017906039410471,0,65,3
all_dev_folds,Children discharged from HHS Care,gradient_boosting,capped,1,65,65,0,0,0,26.457162487490343,36.8134941551177,22.24825577754565,18.06371872800904,0.6981470567668455,2.941550236540579,0,65,3
all_dev_folds,Children discharged from HHS Care,gradient_boosting,capped,7,57,57,0,0,0,34.34780218377689,43.86560612470801,50.14863008779279,29.053431405035184,0.918110005181599,8.820954111365445,0,65,3
all_dev_folds,Children discharged from HHS Care,gradient_boosting,capped,14,63,63,0,0,0,38.0707712863891,51.25136360399685,53.72515896956003,31.826398468414148,1.013085469485053,20.823230266041687,0,65,3
all_dev_folds,Children discharged from HHS Care,gradient_boosting,full,1,65,65,0,0,0,26.34758935310908,36.78578595705959,21.230749094183945,17.91691137225426,0.694728475760882,2.5210838179084383,0,65,3
all_dev_folds,Children discharged from HHS Care,gradient_boosting,full,7,57,57,0,0,0,34.202850830125755,43.79493329999083,49.727393990565126,28.271487153314816,0.9133493644376276,8.798991306560556,0,65,3
all_dev_folds,Children discharged from HHS Care,gradient_boosting,full,14,63,63,0,0,0,38.36422462595728,51.28555765475138,57.59498748659204,34.135619661911875,1.022270325924461,21.16068678868532,0,65,3
all_dev_folds,Children discharged from HHS Care,moving_average,capped,1,65,65,0,0,0,34.57472527472528,47.96073792902553,19.64413849781766,18.923021290629222,0.9185199300896038,-25.73003663003663,0,65,3
all_dev_folds,Children discharged from HHS Care,moving_average,capped,7,57,57,0,0,0,45.56641604010025,64.06838942327454,36.821284710781015,30.099560890339955,1.2028705753449236,-38.45279866332498,0,65,3
all_dev_folds,Children discharged from HHS Care,moving_average,capped,14,63,63,0,0,0,41.33862433862434,58.37757804992969,53.80517967864539,33.69695541382929,1.0839060921846575,35.77475434618291,0,65,3
all_dev_folds,Children discharged from HHS Care,moving_average,full,1,65,65,0,0,0,34.57472527472528,47.96073792902553,19.64413849781766,18.923021290629222,0.9185199300896038,-25.73003663003663,0,65,3
all_dev_folds,Children discharged from HHS Care,moving_average,full,7,57,57,0,0,0,45.56641604010025,64.06838942327454,36.821284710781015,30.099560890339955,1.2028705753449236,-38.45279866332498,0,65,3
all_dev_folds,Children discharged from HHS Care,moving_average,full,14,63,63,0,0,0,41.33862433862434,58.37757804992969,53.80517967864539,33.69695541382929,1.0839060921846575,35.77475434618291,0,65,3
all_dev_folds,Children discharged from HHS Care,naive,capped,1,65,65,0,0,0,39.63076923076923,54.00028489953335,25.241945137641,24.697321593750832,1.0508233641066458,-36.15384615384615,0,65,3
